"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-07","19.91",,,"0.24",,"2.0","1.0",,"37","32",,"   20","   30",,"33.1","45.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-08","14.76",,,"0.36",,"3.7","3.0",,"39","31",,"  340","  330",,"23.0","28.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-09","9.84",,,"0.00",,"0.0","2.0",,"53","28",,"  340","  330",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-10","5.59",,,"0.00",,"0.0","0.0",,"44","26",,"  120","   70",,"12.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-11","8.05",,,"0.00",,"0.0","0.0",,"52","35",,"  170","  170",,"16.1","23.0","    1",,,,,,,,,,"    1",,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-12","15.21",,,"0.75",,"0.0","0.0",,"52","44",,"  160","  160",,"25.9","38.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-13","9.17",,,"0.00",,"0.0","0.0",,"51","32",,"  300","  290",,"17.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-14","17.67",,,"0.00",,"0.0","0.0",,"38","30",,"  290","  320",,"32.0","40.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-15","12.53",,,"0.00",,"0.0","0.0",,"45","29",,"  310","  310",,"23.9","32.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-16","5.14",,,"0.07",,"0.1","0.0",,"39","30",,"  300","  300",,"17.0","23.9","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-17","7.83",,,"0.00",,"0.0","0.0",,"37","25",,"  330","  330",,"17.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-18","11.63",,,"0.38",,"1.2","0.0",,"37","25",,"  100","  100",,"23.9","31.1",,,,"    1",,,,,,,"    1",,,"    1",,"    1",,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-19","11.63",,,"0.51",,"0.0","0.0",,"40","34",,"   50","   60",,"21.9","31.1","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-20","10.29",,,"0.00",,"0.0","0.0",,"47","28",,"  300","  300",,"25.1","36.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-21","8.28",,,"0.04",,"0.4","0.0",,"37","27",,"  330","  340",,"16.1","21.9","    1",,,,,,,,,,"    1",,,,,"    1",,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-22","10.74",,,"0.00",,"0.0","0.0",,"43","26",,"  280","  290",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-23","15.21",,,"0.00",,"0.0","0.0",,"47","30",,"  280","  290",,"30.0","38.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-24","7.38",,,"0.00",,"0.0","0.0",,"46","27",,"  330","  350",,"17.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-25","11.41",,,"0.11",,"0.0","0.0",,"41","34",,"   50","   40",,"33.1","42.9","    1",,,,,,,,,,,,,"    1",,"    1",,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-26","7.61",,,"0.00",,"0.0","0.0",,"53","35",,"  330","  340",,"21.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-27","10.51",,,"0.00",,"0.0","0.0",,"54","33",,"  300","  300",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-28","10.51",,,"0.00",,"0.0","0.0",,"51","35",,"  330","  340",,"17.9","23.9",,,,,,,,,,,,,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-29","9.40",,,"0.00",,"0.0","0.0",,"56","39",,"  290","  290",,"16.1","21.0",,,,,,,,,,,,,,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-30","7.61",,,"0.00",,"0.0","0.0",,"58","34",,"  220","  280",,"17.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-03-31","9.62",,,"0.13",,"0.0","0.0",,"53","31",,"  120","  120",,"23.0","30.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-01","10.96",,,"0.10",,"0.0","0.0","48","58","36",,"  310","  300",,"23.9","32.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-02","12.75",,,"0.00",,"0.0","0.0","38","44","29",,"  290","  300",,"21.9","33.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-03","15.88",,,"0.00",,"0.0","0.0","38","46","30",,"  300","  330",,"25.1","36.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-04","9.62",,,"0.00",,"0.0","0.0","38","47","28",,"  330","  330",,"18.1","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-05","10.96",,,"0.00",,"0.0","0.0","47","62","40",,"  340","  280",,"23.0","31.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-06","10.29",,,"0.00",,"0.0","0.0","42","50","33",,"  330","  350",,"23.0","30.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-07","11.41",,,"0.00",,"0.0","0.0","43","52","31",,"  180","  160",,"23.9","33.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-08","6.71",,,"0.00",,"0.0","0.0","53","67","43",,"  210","  210",,"16.1","21.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-09","9.17",,,"0.02",,"0.0","0.0","62","82","49",,"  290","  310",,"25.1","36.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-10","8.05",,,"0.29",,"0.0","0.0","57","71","50",,"  300","  310",,"31.1","40.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-11","10.29",,,"0.00",,"0.0","0.0","53","61","46",,"  110","  110",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-12","17.00",,,"0.79",,"0.0","0.0","44","47","40",,"   90","   80",,"32.0","42.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-13","8.95",,,"0.04",,"0.0","0.0","45","57","38",,"  350","  350",,"17.0","23.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-14","10.51",,,"0.00",,"0.0","0.0","50","57","42",,"  330","  330",,"23.9","32.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-15","5.82",,,"0.00",,"0.0","0.0","47","53","38",,"  150","  140",,"14.1","18.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-16","12.30",,,"0.00",,"0.0","0.0","50","59","41",,"  190","  200",,"23.0","33.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-17","8.50",,,"0.02",,"0.0","0.0","58","68","47",,"  320","  350",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-18","10.74",,,"0.00",,"0.0","0.0","51","58","42",,"  130","  120",,"21.9","29.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-19","15.66",,,"0.04",,"0.0","0.0","56","64","54",,"  200","  200",,"28.0","38.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-20","11.41",,,"0.20",,"0.0","0.0","54","59","46",,"  290","  200",,"21.9","30.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-21","9.40",,,"0.00",,"0.0","0.0","45","53","36",,"  350","  360",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-22","12.75",,,"0.00",,"0.0","0.0","45","54","35",,"  110","  110",,"23.9","30.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-23","15.88",,,"0.00",,"0.0","0.0","44","48","41",,"   30","   20",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-24","12.08",,,"0.00",,"0.0","0.0","49","61","42",,"  200","  200",,"21.0","29.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-25","9.17",,,"0.03",,"0.0","0.0","54","64","45",,"  320","  310",,"23.0","30.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-26","5.82",,,"0.00",,"0.0","0.0","53","64","39",,"  190","  180",,"14.1","18.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-27","7.61",,,"0.00",,"0.0","0.0","53","66","43",,"  350","  350",,"15.0","19.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-28","7.61",,,"0.00",,"0.0","0.0","53","62","44",,"  200","  200",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-29","9.40",,,"0.00",,"0.0","0.0","55","60","52",,"  150","  160",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-04-30","7.61",,,"0.00",,"0.0","0.0","56","64","42",,"  120","  100",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-01","6.93",,,"0.00",,"0.0","0.0","53","64","40",,"  130","  130",,"17.0","23.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-02","4.92",,,"0.00",,"0.0","0.0","53","65","40",,"   90","  190",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-03","9.40",,,"0.00",,"0.0","0.0","54","64","45",,"  120","   50",,"17.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-04","8.72",,,"0.00",,"0.0","0.0","52","64","42",,"  100","  130",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-05","8.28",,,"0.00",,"0.0","0.0","49","60","39",,"  130","  120",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-06","5.59",,,"0.00",,"0.0","0.0","52","65","45",,"   50","  140",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-07","5.82",,,"0.00",,"0.0","0.0","57","71","45",,"  150","  160",,"15.0","18.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-08","8.72",,,"0.27",,"0.0","0.0","60","66","53",,"  130","  140",,"25.9","33.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-09","4.47",,,"0.04",,"0.0","0.0","57","66","52",,"  130","  130",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-10","5.82",,,"0.00",,"0.0","0.0","63","77","50",,"  190","  220",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-11","10.29",,,"0.30",,"0.0","0.0","61","66","58",,"  190","  200",,"21.0","31.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-12","11.18",,,"0.02",,"0.0","0.0","63","72","51",,"  240","  240",,"25.1","32.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-13","10.51",,,"0.00",,"0.0","0.0","54","58","42",,"  310","  330",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-14","8.50",,,"0.00",,"0.0","0.0","50","60","40",,"  220","  280",,"16.1","25.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-15","7.61",,,"0.00",,"0.0","0.0","53","62","41",,"  170","  190",,"21.9","32.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-16","6.49",,,"0.00",,"0.0","0.0","62","75","51",,"  210","  210",,"19.9","23.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-17","8.05",,,"0.00",,"0.0","0.0","61","72","49",,"  340","  340",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-18","6.71",,,"0.06",,"0.0","0.0","58","69","49",,"  180","  170",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-19","9.40",,,"0.34",,"0.0","0.0","57","58","55",,"  120","  130",,"19.9","25.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-20","6.49",,,"0.00",,"0.0","0.0","63","75","58",,"  220",,,"12.1",,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-21","8.05",,,"0.00",,"0.0","0.0","68","78","60",,"  220","  210",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-22","8.28",,,"0.22",,"0.0","0.0","64","74","57",,"  210","  210",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-23","15.21",,,"0.39",,"0.0","0.0","65","71","63",,"  200","  180",,"25.1","33.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-24","11.86",,,"0.19",,"0.0","0.0","61","70","47",,"  340","  330",,"25.9","33.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-25","16.78",,,"0.77",,"0.0","0.0","47","51","45",,"  330","  320",,"30.0","40.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-26","13.65",,,"0.00",,"0.0","0.0","54","66","45",,"  310","  300",,"28.0","36.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-27","8.95",,,"0.00",,"0.0","0.0","57","71","43",,"  230","  230",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-28","4.70",,,"0.45",,"0.0","0.0","57","70","48",,"  140","  150",,"16.1","21.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-29","6.71",,,"0.00",,"0.0","0.0","63","74","58",,"  210","  210",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-30","6.93",,,"0.00",,"0.0","0.0","74","88","62",,"  230","  210",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-05-31","7.16",,,"0.00",,"0.0","0.0","74","89","63",,"  220","  210",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-01","11.41",,,"0.00",,"0.0","0.0","72","82","65",,"  200","  210",,"21.9","30.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-02","13.20",,,"0.00",,"0.0","0.0","69","77","64",,"  210","  220",,"23.9","32.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-03","7.38",,,"0.34",,"0.0","0.0","68","73","64",,"  230","  230",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-04","10.51",,,"0.00",,"0.0","0.0","66","75","57",,"  350","  300",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-05","7.38",,,"0.00",,"0.0","0.0","63","71","53",,"  130","  120",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-06","9.17",,,"0.00",,"0.0","0.0","63","71","54",,"  130","  120",,"18.1","23.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-07","12.53",,,"4.15",,"0.0","0.0","61","68","59",,"  100","  120",,"21.9","29.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-08","9.84",,,"0.43",,"0.0","0.0","66","75","55",,"  330","  330",,"21.9","29.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-09","4.92",,,"0.00",,"0.0","0.0","69","77","58",,"  200","  210",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-10","8.50",,,"1.48",,"0.0","0.0","66","72","62",,"   90","  100",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-11","11.18",,,"0.32",,"0.0","0.0","70","79","66",,"  210","  210",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-12","13.42",,,"0.00",,"0.0","0.0","70","76","59",,"  310","  310",,"23.9","35.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-13","12.75",,,"0.96",,"0.0","0.0","62","66","56",,"   30","  110",,"25.1","36.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-14","11.86",,,"0.15",,"0.0","0.0","60","72","53",,"   20","   10",,"25.1","36.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-15","8.05",,,"0.00",,"0.0","0.0","68","80","58",,"  310","  330",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-16","6.93",,,"0.00",,"0.0","0.0","67","78","57",,"  220","  230",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-17","7.61",,,"0.00",,"0.0","0.0","74","83","64",,"  210","  220",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-18","6.04",,,"0.19",,"0.0","0.0","71","79","62",,"   40","   40",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-19","8.95",,,"0.00",,"0.0","0.0","67","77","59",,"   10","   10",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-20","6.93",,,"0.00",,"0.0","0.0","66","75","54",,"  200","  170",,"15.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-21","9.17",,,"0.00",,"0.0","0.0","69","77","60",,"  210","  210",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-22","8.05",,,"0.00",,"0.0","0.0","69","80","62",,"  200","  190",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-23","9.17",,,"0.01",,"0.0","0.0","73","82","65",,"  220","  210",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-24","8.05",,,"0.00",,"0.0","0.0","78","92","71",,"  330","  330",,"19.9","28.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-25","8.05",,,"0.00",,"0.0","0.0","79","90","69",,"  220","  230",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-26","8.50",,,"0.00",,"0.0","0.0","80","87","73",,"  230","  220",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-27","7.83",,,"0.10",,"0.0","0.0","76","82","71",,"  150","  150",,"21.0","30.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-28","11.86",,,"0.00",,"0.0","0.0","76","82","72",,"  220","  220",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-29","9.84",,,"0.01",,"0.0","0.0","74","79","69",,"  200","  210",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-06-30","8.72",,,"0.01",,"0.0","0.0","73","77","70",,"  170","  180",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-01","9.84",,,"0.18",,"0.0","0.0","74","77","72",,"  210","  200",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-02","10.96",,,"0.01",,"0.0","0.0","75","80","72",,"  220","  220",,"19.9","25.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-03","9.62",,,"0.02",,"0.0","0.0","75","82","70",,"  210","  220",,"17.0","23.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-04","10.74",,,"0.00",,"0.0","0.0","77","86","72",,"  210","  210",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-05","10.51",,,"0.00",,"0.0","0.0","79","87","72",,"  220","  210",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-06","8.72",,,"0.00",,"0.0","0.0","81","92","74",,"  230","  240",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-07","7.38",,,"0.00",,"0.0","0.0","81","88","74",,"  190","  210",,"15.0","18.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-08","9.17",,,"0.00",,"0.0","0.0","80","88","72",,"  210","  220",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-09","7.16",,,"0.00",,"0.0","0.0","78","86","70",,"  190","  190",,"13.0","13.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-10","9.40",,,"0.00",,"0.0","0.0","78","84","73",,"  200","  200",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-11","6.26",,,"0.28",,"0.0","0.0","78","84","73",,"  210","  220",,"13.0","18.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-12","10.96",,,"0.79",,"0.0","0.0","74","78","68",,"   70","   70",,"19.9","25.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-13","6.93",,,"0.12",,"0.0","0.0","73","80","69",,"   90","   80",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-14","6.71",,,"0.08",,"0.0","0.0","79","90","73",,"  230","  240",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2013-07-15","6.71",,,"0.00",,"0.0","0.0","84","94","76",,"   10","   20",,"15.0","18.1",,,,,,,,,,,,,,,,,,,,
